id,prediction
667314,7.4296875
667315,7.884765625
667316,9.240234375
667317,8.240234375
667318,7.048828125
667319,10.615234375
667320,10.478515625
667321,7.486328125
667322,7.974609375
667323,9.369140625
667324,8.349609375
667325,7.16015625
667326,10.693359375
667327,10.572265625
667328,7.482421875
667329,7.955078125
667330,9.505859375
667331,8.27734375
667332,7.220703125
667333,10.599609375
667334,10.548828125
667335,7.521484375
667336,8.033203125
667337,9.607421875
667338,8.205078125
667339,7.298828125
667340,10.697265625
667341,10.626953125
667342,7.564453125
667343,8.056640625
667344,9.525390625
667345,8.228515625
667346,7.326171875
667347,10.623046875
667348,10.650390625
667349,7.537109375
667350,8.111328125
667351,9.615234375
667352,8.283203125
667353,7.421875
667354,10.7421875
667355,10.708984375
667356,7.560546875
667357,8.171875
667358,9.599609375
667359,8.314453125
667360,7.451171875
667361,10.662109375
667362,10.736328125
667363,7.466796875
667364,8.220703125
667365,9.521484375
667366,8.228515625
667367,7.498046875
667368,10.58984375
667369,10.689453125
667370,7.400390625
667371,8.212890625
667372,9.51953125
667373,8.228515625
667374,7.482421875
667375,10.599609375
667376,10.693359375
667377,7.416015625
667378,8.21875
667379,9.568359375
667380,8.236328125
667381,7.484375
667382,10.470703125
667383,10.681640625
667384,7.244140625
667385,8.103515625
667386,9.349609375
667387,8.1171875
667388,7.322265625
667389,10.298828125
667390,10.548828125
667391,7.119140625
667392,8.11328125
667393,9.1953125
667394,8.119140625
667395,7.146484375
667396,10.173828125
667397,10.435546875
667398,7.126953125
667399,8.1796875
667400,8.990234375
667401,8.140625
667402,7.189453125
667403,10.181640625
667404,10.462890625
667405,7.033203125
667406,7.978515625
667407,8.896484375
667408,8.041015625
667409,7.03125
667410,10.087890625
667411,10.373046875
667412,7.119140625
667413,8.138671875
667414,8.982421875
667415,8.20703125
667416,7.123046875
667417,10.173828125
667418,10.447265625
667419,7.138671875
667420,7.986328125
667421,8.951171875
667422,8.169921875
667423,7.029296875
667424,10.146484375
667425,10.431640625
667426,7.31640625
667427,8.13671875
667428,9.068359375
667429,8.44921875
667430,7.138671875
667431,10.28125
667432,10.548828125
667433,7.232421875
667434,8.0234375
667435,9.025390625
667436,8.486328125
667437,7.099609375
667438,10.26171875
667439,10.51171875
667440,7.228515625
667441,8.017578125
667442,9.037109375
667443,8.38671875
667444,6.990234375
667445,10.259765625
667446,10.423828125
667447,7.39453125
667448,8.07421875
667449,9.197265625
667450,8.423828125
667451,7.080078125
667452,10.38671875
667453,10.513671875
667454,7.453125
667455,8.01953125
667456,9.265625
667457,8.376953125
667458,7.060546875
667459,10.365234375
667460,10.494140625
667461,7.291015625
667462,7.744140625
667463,9.099609375
667464,8.23046875
667465,6.908203125
667466,10.234375
667467,10.341796875
667468,7.263671875
667469,7.767578125
667470,9.19140625
667471,8.162109375
667472,6.931640625
667473,10.271484375
667474,10.361328125
667475,7.341796875
667476,7.822265625
667477,9.275390625
667478,8.294921875
667479,6.986328125
667480,10.330078125
667481,10.419921875
667482,7.361328125
667483,7.853515625
667484,9.30859375
667485,8.228515625
667486,7.017578125
667487,10.373046875
667488,10.455078125
667489,8.205078125
667490,8.705078125
667491,10.478515625
667492,9.03515625
667493,7.880859375
667494,11.181640625
667495,11.298828125
667496,7.3984375
667497,7.923828125
667498,9.63671875
667499,8.291015625
667500,7.125
667501,10.431640625
667502,10.552734375
667503,7.369140625
667504,7.884765625
667505,9.490234375
667506,8.056640625
667507,7.068359375
667508,10.283203125
667509,10.529296875
667510,7.193359375
667511,7.896484375
667512,9.490234375
667513,7.947265625
667514,6.958984375
667515,10.177734375
667516,10.427734375
667517,7.173828125
667518,7.958984375
667519,9.37109375
667520,7.939453125
667521,6.962890625
667522,10.173828125
667523,10.419921875
667524,7.126953125
667525,7.947265625
667526,9.396484375
667527,7.955078125
667528,7.001953125
667529,10.181640625
667530,10.51171875
667531,7.041015625
667532,7.927734375
667533,9.228515625
667534,7.869140625
667535,6.91796875
667536,10.095703125
667537,10.455078125
667538,6.955078125
667539,7.888671875
667540,9.208984375
667541,7.783203125
667542,6.8046875
667543,10.017578125
667544,10.314453125
667545,6.970703125
667546,7.947265625
667547,9.029296875
667548,7.791015625
667549,6.826171875
667550,10.025390625
667551,10.361328125
667552,6.931640625
667553,8.158203125
667554,9.001953125
667555,7.763671875
667556,6.775390625
667557,9.986328125
667558,10.2890625
667559,6.830078125
667560,8.107421875
667561,8.923828125
667562,7.658203125
667563,6.703125
667564,9.900390625
667565,10.212890625
667566,6.666015625
667567,7.802734375
667568,8.529296875
667569,7.505859375
667570,6.478515625
667571,9.736328125
667572,9.994140625
667573,6.869140625
667574,8.076171875
667575,8.701171875
667576,7.689453125
667577,6.654296875
667578,9.93359375
667579,10.158203125
667580,6.853515625
667581,7.88671875
667582,8.607421875
667583,7.587890625
667584,6.560546875
667585,9.845703125
667586,9.994140625
667587,6.919921875
667588,7.99609375
667589,8.693359375
667590,7.78515625
667591,6.650390625
667592,9.9296875
667593,10.080078125
667594,6.884765625
667595,7.865234375
667596,8.669921875
667597,7.755859375
667598,6.619140625
667599,9.935546875
667600,10.048828125
667601,7.080078125
667602,7.947265625
667603,8.763671875
667604,7.802734375
667605,6.716796875
667606,10.015625
667607,10.146484375
667608,7.068359375
667609,7.818359375
667610,8.779296875
667611,7.876953125
667612,6.732421875
667613,10.083984375
667614,10.166015625
667615,7.220703125
667616,7.73046875
667617,8.751953125
667618,7.798828125
667619,6.701171875
667620,10.01171875
667621,10.126953125
667622,7.279296875
667623,7.736328125
667624,8.771484375
667625,7.849609375
667626,6.728515625
667627,10.017578125
667628,10.134765625
667629,7.314453125
667630,7.630859375
667631,8.869140625
667632,7.802734375
667633,6.83203125
667634,10.109375
667635,10.251953125
667636,7.349609375
667637,7.611328125
667638,8.873046875
667639,7.783203125
667640,6.802734375
667641,10.07421875
667642,10.306640625
667643,7.78125
667644,8.119140625
667645,9.4140625
667646,8.294921875
667647,7.318359375
667648,10.525390625
667649,10.845703125
667650,7.912109375
667651,8.142578125
667652,9.490234375
667653,8.318359375
667654,7.396484375
667655,10.552734375
667656,10.859375
667657,7.845703125
667658,8.201171875
667659,9.525390625
667660,8.373046875
667661,7.4609375
667662,10.607421875
667663,10.98046875
667664,7.8828125
667665,8.228515625
667666,9.544921875
667667,8.400390625
667668,7.48046875
667669,10.634765625
667670,11.017578125
667671,8.30078125
667672,8.775390625
667673,10.119140625
667674,8.947265625
667675,8.01171875
667676,11.173828125
667677,11.65625
667678,8.580078125
667679,9.095703125
667680,10.427734375
667681,9.251953125
667682,8.330078125
667683,11.486328125
667684,12.029296875
667685,7.79296875
667686,8.345703125
667687,9.681640625
667688,8.498046875
667689,7.611328125
667690,10.705078125
667691,11.173828125
667692,7.611328125
667693,8.3125
667694,9.470703125
667695,8.455078125
667696,7.552734375
667697,10.728515625
667698,11.1015625
667699,7.494140625
667700,8.197265625
667701,9.357421875
667702,8.357421875
667703,7.427734375
667704,10.662109375
667705,10.966796875
667706,7.494140625
667707,8.21875
667708,9.357421875
667709,8.39453125
667710,7.306640625
667711,10.640625
667712,10.962890625
667713,7.501953125
667714,8.275390625
667715,9.365234375
667716,8.46484375
667717,7.322265625
667718,10.671875
667719,10.94921875
667720,7.337890625
667721,8.1015625
667722,9.197265625
667723,8.322265625
667724,7.150390625
667725,10.521484375
667726,10.744140625
667727,7.306640625
667728,8.056640625
667729,9.169921875
667730,8.314453125
667731,7.126953125
667732,10.5234375
667733,10.669921875
667734,7.208984375
667735,7.970703125
667736,9.068359375
667737,8.263671875
667738,7.025390625
667739,10.55859375
667740,10.546875
667741,7.048828125
667742,7.79296875
667743,8.916015625
667744,8.056640625
667745,6.861328125
667746,10.38671875
667747,10.376953125
667748,7.236328125
667749,7.94140625
667750,9.119140625
667751,8.30859375
667752,7.033203125
667753,10.505859375
667754,10.572265625
667755,7.146484375
667756,7.775390625
667757,9.021484375
667758,8.1640625
667759,6.9609375
667760,10.4375
667761,10.369140625
667762,7.224609375
667763,7.861328125
667764,9.119140625
667765,8.244140625
667766,7.140625
667767,10.509765625
667768,10.455078125
667769,7.201171875
667770,7.833984375
667771,9.107421875
667772,8.005859375
667773,7.111328125
667774,10.5078125
667775,10.423828125
667776,7.353515625
667777,7.931640625
667778,9.255859375
667779,8.103515625
667780,7.193359375
667781,10.51171875
667782,10.525390625
667783,7.361328125
667784,7.943359375
667785,9.294921875
667786,8.119140625
667787,7.255859375
667788,10.5625
667789,10.541015625
667790,7.306640625
667791,7.900390625
667792,9.25390625
667793,8.080078125
667794,7.232421875
667795,10.412109375
667796,10.501953125
667797,7.345703125
667798,7.916015625
667799,9.310546875
667800,8.087890625
667801,7.40234375
667802,10.431640625
667803,10.509765625
667804,7.408203125
667805,8.052734375
667806,9.357421875
667807,8.181640625
667808,7.45703125
667809,10.513671875
667810,10.630859375
667811,7.400390625
667812,8.095703125
667813,9.376953125
667814,8.158203125
667815,7.396484375
667816,10.533203125
667817,10.66015625
667818,6.744140625
667819,7.505859375
667820,8.763671875
667821,7.69921875
667822,6.837890625
667823,9.798828125
667824,10.07421875
667825,6.767578125
667826,7.53125
667827,8.77734375
667828,7.81640625
667829,6.814453125
667830,9.826171875
667831,10.072265625
667832,7.236328125
667833,8.04296875
667834,9.099609375
667835,8.232421875
667836,7.287109375
667837,10.291015625
667838,10.556640625
667839,6.822265625
667840,7.759765625
667841,8.685546875
667842,7.841796875
667843,6.822265625
667844,9.880859375
667845,10.166015625
667846,6.853515625
667847,7.74609375
667848,8.716796875
667849,7.994140625
667850,6.859375
667851,9.908203125
667852,10.345703125
667853,7.392578125
667854,8.25390625
667855,9.255859375
667856,8.564453125
667857,7.369140625
667858,10.447265625
667859,10.865234375
667860,7.705078125
667861,8.619140625
667862,9.568359375
667863,9.111328125
667864,7.6640625
667865,10.759765625
667866,11.142578125
667867,6.958984375
667868,7.75390625
667869,8.787109375
667870,8.37109375
667871,6.84375
667872,9.978515625
667873,10.404296875
667874,6.923828125
667875,7.751953125
667876,8.744140625
667877,8.181640625
667878,6.8359375
667879,9.994140625
667880,10.310546875
667881,6.791015625
667882,7.583984375
667883,8.681640625
667884,8.142578125
667885,6.587890625
667886,9.9296875
667887,10.27734375
667888,6.802734375
667889,7.611328125
667890,8.732421875
667891,8.068359375
667892,6.580078125
667893,9.896484375
667894,10.201171875
667895,6.779296875
667896,7.345703125
667897,8.66015625
667898,8.080078125
667899,6.509765625
667900,9.85546875
667901,10.134765625
667902,6.73828125
667903,7.259765625
667904,8.599609375
667905,7.78125
667906,6.423828125
667907,9.779296875
667908,9.966796875
667909,6.748046875
667910,7.271484375
667911,8.658203125
667912,7.818359375
667913,6.435546875
667914,9.810546875
667915,9.869140625
667916,6.720703125
667917,7.236328125
667918,8.634765625
667919,7.58984375
667920,6.400390625
667921,9.791015625
667922,9.830078125
667923,6.3515625
667924,6.876953125
667925,8.556640625
667926,7.244140625
667927,6.041015625
667928,9.3984375
667929,9.470703125
667930,6.595703125
667931,7.134765625
667932,8.8515625
667933,7.44921875
667934,6.330078125
667935,9.634765625
667936,9.728515625
667937,6.515625
667938,6.966796875
667939,8.611328125
667940,7.283203125
667941,6.169921875
667942,9.439453125
667943,9.564453125
667944,6.658203125
667945,7.23828125
667946,8.869140625
667947,7.314453125
667948,6.337890625
667949,9.634765625
667950,9.736328125
667951,6.486328125
667952,7.23046875
667953,8.751953125
667954,7.220703125
667955,6.263671875
667956,9.521484375
667957,9.642578125
667958,6.482421875
667959,7.310546875
667960,8.916015625
667961,7.306640625
667962,6.353515625
667963,9.630859375
667964,9.728515625
667965,6.455078125
667966,7.29296875
667967,8.767578125
667968,7.279296875
667969,6.330078125
667970,9.615234375
667971,9.720703125
667972,6.552734375
667973,7.447265625
667974,8.888671875
667975,7.376953125
667976,6.505859375
667977,9.607421875
667978,9.830078125
667979,6.564453125
667980,7.49609375
667981,8.7890625
667982,7.392578125
667983,6.5078125
667984,9.623046875
667985,9.857421875
667986,6.525390625
667987,7.736328125
667988,8.74609375
667989,7.353515625
667990,6.419921875
667991,9.580078125
667992,9.837890625
667993,6.537109375
667994,7.779296875
667995,8.62109375
667996,7.408203125
667997,6.48046875
667998,9.595703125
667999,9.841796875
668000,6.630859375
668001,7.6796875
668002,8.79296875
668003,7.65234375
668004,6.52734375
668005,9.685546875
668006,9.982421875
668007,6.6484375
668008,7.7890625
668009,8.466796875
668010,7.583984375
668011,6.568359375
668012,9.666015625
668013,9.9921875
668014,7.3515625
668015,8.37109375
668016,9.107421875
668017,8.162109375
668018,7.189453125
668019,10.298828125
668020,10.611328125
668021,7.376953125
668022,8.41796875
668023,9.130859375
668024,8.330078125
668025,7.197265625
668026,10.3515625
668027,10.623046875
668028,7.4453125
668029,8.330078125
668030,9.185546875
668031,8.361328125
668032,7.205078125
668033,10.458984375
668034,10.673828125
668035,7.529296875
668036,8.373046875
668037,9.216796875
668038,8.498046875
668039,7.166015625
668040,10.470703125
668041,10.712890625
668042,7.435546875
668043,8.125
668044,9.130859375
668045,8.404296875
668046,7.087890625
668047,10.380859375
668048,10.607421875
668049,7.599609375
668050,8.1015625
668051,9.126953125
668052,8.330078125
668053,7.080078125
668054,10.482421875
668055,10.599609375
668056,7.61328125
668057,8.076171875
668058,9.138671875
668059,8.34765625
668060,7.087890625
668061,10.474609375
668062,10.576171875
668063,7.24609375
668064,7.818359375
668065,8.939453125
668066,8.009765625
668067,6.798828125
668068,10.302734375
668069,10.275390625
668070,7.314453125
668071,7.638671875
668072,8.935546875
668073,8.091796875
668074,6.802734375
668075,10.3125
668076,10.236328125
668077,7.224609375
668078,7.634765625
668079,8.896484375
668080,8.001953125
668081,6.798828125
668082,10.21484375
668083,10.228515625
668084,7.240234375
668085,7.603515625
668086,8.994140625
668087,7.958984375
668088,6.783203125
668089,10.279296875
668090,10.197265625
668091,7.2578125
668092,7.705078125
668093,9.064453125
668094,7.998046875
668095,6.876953125
668096,10.291015625
668097,10.294921875
668098,7.283203125
668099,7.716796875
668100,9.234375
668101,7.888671875
668102,6.884765625
668103,10.376953125
668104,10.314453125
668105,7.216796875
668106,7.685546875
668107,9.205078125
668108,7.861328125
668109,6.921875
668110,10.240234375
668111,10.283203125
668112,7.294921875
668113,7.779296875
668114,9.291015625
668115,7.951171875
668116,7.005859375
668117,10.341796875
668118,10.376953125
668119,7.244140625
668120,7.82421875
668121,9.306640625
668122,7.931640625
668123,6.958984375
668124,10.263671875
668125,10.353515625
668126,7.388671875
668127,8.046875
668128,9.333984375
668129,8.033203125
668130,7.13671875
668131,10.361328125
668132,10.474609375
668133,7.232421875
668134,8.02734375
668135,9.443359375
668136,8.056640625
668137,7.158203125
668138,10.287109375
668139,10.494140625
668140,7.287109375
668141,8.037109375
668142,9.404296875
668143,8.111328125
668144,7.185546875
668145,10.345703125
668146,10.541015625
668147,7.322265625
668148,8.158203125
668149,9.439453125
668150,8.17578125
668151,7.244140625
668152,10.376953125
668153,10.591796875
668154,8.166015625
668155,9.0234375
668156,10.1953125
668157,9.091796875
668158,8.11328125
668159,11.220703125
668160,11.466796875
668161,7.236328125
668162,8.103515625
668163,9.099609375
668164,8.173828125
668165,7.142578125
668166,10.294921875
668167,10.525390625
668168,7.228515625
668169,8.103515625
668170,9.091796875
668171,8.17578125
668172,7.12890625
668173,10.291015625
668174,10.513671875
668175,7.244140625
668176,8.109375
668177,9.107421875
668178,8.2734375
668179,7.15234375
668180,10.298828125
668181,10.541015625
668182,6.962890625
668183,7.765625
668184,8.810546875
668185,7.990234375
668186,6.833984375
668187,10.001953125
668188,10.224609375
668189,6.990234375
668190,7.7421875
668191,8.818359375
668192,8.078125
668193,6.849609375
668194,10.013671875
668195,10.240234375
668196,6.94140625
668197,7.7265625
668198,8.724609375
668199,7.990234375
668200,6.677734375
668201,9.916015625
668202,10.212890625
668203,7.021484375
668204,7.78515625
668205,8.810546875
668206,8.048828125
668207,6.763671875
668208,10.009765625
668209,10.28515625
668210,7.001953125
668211,7.6953125
668212,8.869140625
668213,8.05859375
668214,6.736328125
668215,9.982421875
668216,10.185546875
668217,7.126953125
668218,7.845703125
668219,8.990234375
668220,8.080078125
668221,6.833984375
668222,10.083984375
668223,10.345703125
668224,7.134765625
668225,7.681640625
668226,9.013671875
668227,8.099609375
668228,6.845703125
668229,10.103515625
668230,10.279296875
668231,7.140625
668232,7.642578125
668233,9.021484375
668234,7.9765625
668235,6.806640625
668236,10.064453125
668237,10.244140625
668238,7.107421875
668239,7.654296875
668240,8.994140625
668241,8.076171875
